id,学科,知识点,置信度,问题描述,定义原文,详解原文,修正后定义,验收结果
WL_G1_B5_APLL_022,物理,霍尔效应的原理,65,"definition 表述不清（""向下表面分别累积电荷""）（定义缺""上""字、语法破碎，学生读不懂）",通电流导体在垂直磁场中向下表面分别累积电荷形成横向电压。,你理解霍尔效应要抓住电荷受洛伦兹力发生横向聚集的过程。把导电材料放入方向与电流垂直的匀强磁场中，定向运动的载流子受洛伦兹力作用向一侧偏转，使导体上下表面分别积累正负电荷，从而形成霍尔电压。若载流子是正电荷还是负电荷，横向电压正负会相反，这能判别载流子种类。带电霍尔传感器即据此测定磁场或电流，你要能由受力方向判断电荷聚集在哪个表面。,,
WL_G1_B5_CGQ_001,物理,传感器的概念与作用,65,"explanation 表述混乱（""非电学量转化成的非电学量""冗余）（重复堆叠导致句子读不通）",传感器把非电学量转换为便于测量的电学量并输出信号。,你要明白，传感器是一个能把非电学量转化成的非电学量变成电学量再输出的元件。外界的光、温度、压力、位移、速度这些量都叫非电学量，传感器感知它们之后，会把它们转换成电阻、电流、电压等电学量，方便后用仪器去测量或自动控制。它相当于人的感觉器官，对外界变化很敏感。你判断某个设备是不是传感器，就要看它有没有完成从非电学量到电学量的转换，而不是看它本身是什么材质。,,
WL_G1_B6_FZDL_021,物理,气体分子热运动的特点,65,"explanation 有错别字（""碰撞器中""应为""碰撞中/容器中""）（""气体分子在碰撞器中频繁发生碰撞""中""碰撞器""用词错误）",气体分子热运动剧烈，间距远大于分子直径。,气体的分子热运动十分剧烈，分子间距离比分子的直径大得多，因此除了碰撞的瞬间之外，分子间的作用力十分微弱，通常可以忽略不计。你应当理解，气体分子在碰撞器中频繁发生的碰撞，正体现了它的无规则热运动。热运动越剧烈，分子的平均动能越大，对应的温度也就越高。掌握气体分子间距大、作用力弱、运动剧烈这些特点，才能明白为什么在通常讨论中常把气体当作忽略分子势能的理想模型来处理。,,
WL_G1_B6_YZH_024,物理,放射性的应用,65,"explanation 表述混乱（""微量元素还可点亮夜光表涂布""）（""微量元素""应为""放射性同位素""，""点亮夜光表涂布""语句不通）",射线可用于示踪、医学治疗、工业探伤等和平应用。,放射线的应用很广泛，你要能分类记住。示踪原子法利用放射性同位素与普通原子化学性质相同，把它标记进去追踪物质的运动路径，比如在医疗中追踪药物去向。医疗上用γ射线的强穿透力进行放射治疗，照射破坏癌细胞，也用放射性同位素诊断。工业上用γ射线探伤检查金属内部的缺陷，还可用来测定流水流量、检查密封性。微量元素还可点亮夜光表涂布。判断应用要联想到对应射线的穿透和示踪能力，γ强穿透适合探伤治疗，标记适合示踪。,,
SX_B_G1_B5_KJXL_008,数学,用向量法求直线与平面所成角,66,explanation 逻辑混乱：线面角范围 0到45度以内…实际0到90度 自相矛盾、读不懂（线面角取值范围一句表述混乱，学生难读懂）,线面角正弦等于直线方向向量与平面法向量夹角余弦的绝对值。,这条公式容易记反方向，你要理解其来源：直线与平面所成角θ和方向向量与法向量的夹角是互余关系，所以sinθ等于夹角的余弦，再取绝对值控制范围在0到45度以内放笼统点，实际0到90度。步骤固定：求出方向向量与法向量，算二者夹角余弦，取绝对值得到线面角的正弦，必要时再反求角。平时多练建系算坐标，这题就能拿满分。,,
WL_G1_B2_YZYD_009,物理,圆锥摆水平圆周,66,example 解析知识性错误：'mω²r=mg'漏掉tanθ，仅在45°时数值巧合成立（圆锥摆向心力方程漏乘tanθ，属公式错误）,圆锥摆在水平面做匀速圆周运动。,圆锥摆中摆球沿水平圆周运动，绳偏离竖直方向成固定角度，摆球在水平面内匀速转动。你受力分析会发现，绳的拉力与重力的合力指向圆心即为向心力。由几何关系可得所需向心力用mω方乘以r表示，结合角度关系可求角速度与周期。请你列方程时正确选取向心半径，注意向心力指向圆心沿水平方向而非沿绳方向。,,
YY_RJ_G1_B1_WU_012,英语,新生适应期常用会话口语,68,explanation 有乱码：'常春试听力'表意不通（explanation 里'常春试听力'应为'常见于听力'等，学生读不懂。）,在认识新同学、请求帮助等场景中使用的礼貌会话句型。,你会在开学季大量用到简单会话。第一次见人用 Nice to meet you；要帮忙说 Could you help me；想认识对方问 May I know your name。口语重语气和完整度，反意表达用 Could you... 比 Can you... 更礼貌。常春试听力或情景对话，记住关键功能句后，遇到场景题按功能匹配即可。,,
YY_WY_G1_B1_U6_009,英语,表示保护生态的固定短语,68,typical_errors 第2条“减少污染表达时误用 reduce 与 pollution 搭配错误”自相矛盾：reduce pollution 本来就是正确搭配（typical_errors 把正确搭配当成错误，自相矛盾）,描述保护自然与环境行动常用的动词短语搭配。,你表达环保行动时常用 protect the environment 保护环境、save resources 节约资源、reduce pollution 减少污染、plant trees 植树等短语。比如 plant trees 让你为环保出力这一说法很常用。写环保倡议书时用这些短语——列出措施，简洁而有力。注意 protect 与 against 搭配表具体防范。,,
YY_WY_G1_B3_U6_006,英语,现在分词作状语时态形式,68,"example “___ home, he slept”解析填 Arriving，但解析又说“先到家后睡觉”，按本条 having done 规则应填 Having arrived，自相矛盾（example 与 explanation 的时态规则自相矛盾）",区分一般式doing与完成式having done表示动作先后关系的形式选择。,"现在分词表主动进行时，若其动作早于主句动作完成，就用完成式having done；若与主句同时就用一般式doing。比如Having finished dinner, he read news说明先吃完再看报。汉语只用一个动词时，你要据时间先后判断用doing还是having done，这是易错关键点。",,
YY_WY_G1_B6_U5_008,英语,师法自然主题词汇,68,typical_errors 第1条“把 imitate 与 inspire 混淆含义相反”不准确：两者含义不同但并非“相反”，表述有误（typical_errors 词义关系表述错误）,涵盖向自然学习和仿生领域的词汇。,本单元讲师法自然，你要掌握几个核心词。learn from nature 向自然学习，imitate 模仿，biomimicry 仿生学，inspire 启发，wisdom 智慧。这些词常出现在讲人类从动植物获得灵感的文章里。读这类文章时先抓这些关键词，再理清自然给人类的启示，理解就透彻了。,,
WL_G1_B1_YBZS_005,物理,平均速度公式求解,68,explanation 知识性错误：'用总路程除以总时长'是平均速率而非平均速度，与前后文自相矛盾（解释把平均速度说成总路程除以总时长，属概念错误）,用总位移除以总时间计算平均速度。,平均速度不是看你中间开得多快，而是把整段的总位移除以总时间。你把它理解成用总路程除以总时长得到的统一快慢，和瞬时速度完全不同。注意位移不是路程，方向变化来回走时平均速度可能很小甚至为零。,,
WL_G1_B4_JXB_004,物理,波长周期与波速关系,68,"explanation 有错别字（""质量点""应为""质点""）（关键概念词写错，容易误导）",波速等于波长与频率的乘积，用v等于λf表示。,波的波长λ、波速v、频率f之间满足关系v等于λf，也可用v等于λ除以T表示，其中T为波的周期。你要注意，公式中的波长是相邻两个振动步调完全一致的质量点间的距离，频率由波源决定。由公式可知，频率相同时波长越短波速越小。做题时抓住波长、波速、周期三个量中的任两个即可求出第三个。,,
YY_RJ_G1_B1_U1_006,英语,陈述句中的频率副词,70,typical_errors 有乱码/读不懂：'把频率副词放在句首大过课时位置'语义不通（typical_errors 首条'大过课时位置'表意不清，学生读不懂。）,频率副词位于行为动词前、be 动词后的位置规则。,你把频率副词的位置记住就不容易错：在行为动词前（We often go jogging），在 be 动词、情态动词之后（He is always happy）。频率副词用来回答 how often 的问题。写句子时先写主语，再考虑频率词该放哪，行为动词前和 be 后这两个位置最常考。,,
YY_RJ_G1_B1_WU_011,英语,描述人物特征的表达,70,explanation 有车轱辘话：'build 用 build、hair 用 hair 配形容词'自指无信息（explanation 里 build 与 hair 表述自指，属无效套话。）,用 be 加形容词和 has 加名词搭配描述人的外貌与性格的方法。,你描述一个人分两条线走：外貌用 be+形容词或 have/has+名词，如 He is tall、She has long hair；性格用 be+形容词，如 He is friendly. 记住固定搭配：build 用 build、hair 用 hair 配形容词，He has a big nose 说五官。写人物描写作文时，把外貌和性格分开讲，句子主谓宾结构要完整，避免碎片表达。,,
YY_RJ_G1_B2_U1_004,英语,whose 所属关系,70,definition 有乱码：'表示人或多所属关系'应为'人或物'（definition 里'人或多'表述不通，语义不清。）,掌握 whose 表示人或多所属关系且作从句定语。,whose 表示谁的，既可指人也可指物，在从句里作定语接名词。比如 The village whose old houses were damaged 中 whose 修饰 houses。指物的所属也可以用 of which 表达，如 the roof of which。你要判断从句里那个名词是否属于先行词，属于就用 whose。指物的所属在正式写作中可用 of which 替换。,,
